protein,alpha,layer,head,mean_jsd,cosine_sim
1BS0A,32.0,13,10,0.2862559754827883,0.44497378124918424
1BS0A,32.0,13,11,0.1317794367552964,0.9401562494418955
1BS0A,32.0,13,12,0.36089031986732406,0.6054736378454122
1BS0A,32.0,13,13,0.3454744728237587,0.3265188005700283
1BS0A,32.0,13,14,0.41287683780252604,0.33787730173380665
1BS0A,32.0,13,15,0.37355030576091236,0.2168302940163594
1BS0A,32.0,13,16,0.37239301975377526,0.2754519553302159
1BS0A,32.0,13,17,0.3456655521737355,0.30250919634369966
1BS0A,32.0,13,18,0.3756858704522102,0.2566036285984614
1BS0A,32.0,13,19,0.40093898249866405,0.44740659064479105
1BS0A,32.0,14,0,0.3994525872083006,0.5315685712740342
1BS0A,32.0,14,1,0.25974717927367424,0.7256764733834018
1BS0A,32.0,14,2,0.3967595692709602,0.5643524696278438
1BS0A,32.0,14,3,0.3805962466368226,0.43214472579808677
1BS0A,32.0,14,4,0.26380614896200166,0.6445327231119272
1BS0A,32.0,14,5,0.18514105694266178,0.8393743850094092
1BS0A,32.0,14,6,0.23256486858529768,0.8200427688772107
1BS0A,32.0,14,7,0.36757709915857584,0.2378805604629679
1BS0A,32.0,14,8,0.43621223540563014,0.31019887464258794
1BS0A,32.0,14,9,0.40545708692585386,0.5709973841917841
1BS0A,32.0,14,10,0.2326895045751124,0.5346960805105297
1BS0A,32.0,14,11,0.31270575422919294,0.30455152387051604
1BS0A,32.0,14,12,0.3669466457729664,0.5010857346880289
1BS0A,32.0,14,13,0.33363724008101964,0.3472496302680169
1BS0A,32.0,14,14,0.29465815902233045,0.663526872041201
1BS0A,32.0,14,15,0.20581907844677347,0.7820698107414212
1BS0A,32.0,14,16,0.32979868764493064,0.2672635163772511
1BS0A,32.0,14,17,0.3598565743485094,0.3208321749166026
1BS0A,32.0,14,18,0.157885520971593,0.6739620860009714
1BS0A,32.0,14,19,0.291243177170087,0.43573984405489974
1BS0A,32.0,15,0,0.6141172050307154,0.2507847222065923
1BS0A,32.0,15,1,0.32790515300415435,0.3982522330556281
1BS0A,32.0,15,2,0.3387839152919823,0.21463856822044675
1BS0A,32.0,15,3,0.277159966359753,0.41826485890789844
1BS0A,32.0,15,4,0.2962333082720529,0.3072941860931795
1BS0A,32.0,15,5,0.24322424854738414,0.2912265115369964
1BS0A,32.0,15,6,0.3285959476294071,0.6593078233804881
1BS0A,32.0,15,7,0.3914872143679616,0.24440149110881484
1BS0A,32.0,15,8,0.25779110440449093,0.4329807063940307
1BS0A,32.0,15,9,0.1996016522355846,0.8497549729922994
1BS0A,32.0,15,10,0.20051143200659372,0.7584953997215829
1BS0A,32.0,15,11,0.47946338816175277,0.347879456705638
1BS0A,32.0,15,12,0.30121946558762963,0.39513856621405413
1BS0A,32.0,15,13,0.36047266543108086,0.43225623313444395
1BS0A,32.0,15,14,0.3020480119384134,0.46726582760777235
1BS0A,32.0,15,15,0.26377845763879143,0.4654257611926128
1BS0A,32.0,15,16,0.32215892019630227,0.3743031220597114
1BS0A,32.0,15,17,0.35467476924832037,0.1466823976973404
1BS0A,32.0,15,18,0.3649041339309031,0.5181514528415385
1BS0A,32.0,15,19,0.25399212572499175,0.4487865599573887
1BS0A,32.0,16,0,0.31578828353216254,0.3696667569688844
1BS0A,32.0,16,1,0.35789368479053474,0.25032378145213996
1BS0A,32.0,16,2,0.6318516369074408,0.10107939443499311
1BS0A,32.0,16,3,0.33604123702389455,0.4177192446286102
1BS0A,32.0,16,4,0.3556439496469274,0.44516047386975466
1BS0A,32.0,16,5,0.21445774316161806,0.4686294786328794
1BS0A,32.0,16,6,0.4747597143534907,0.25911512496122885
1BS0A,32.0,16,7,0.41102070462816237,0.5463654411811767
1BS0A,32.0,16,8,0.31849524737234963,0.4101287274931781
1BS0A,32.0,16,9,0.2702182985505417,0.6081499156890211
1BS0A,32.0,16,10,0.3459530483584166,0.4562442065617817
1BS0A,32.0,16,11,0.28424333086794146,0.3468903700697441
1BS0A,32.0,16,12,0.24666721516254228,0.600710015704135
1BS0A,32.0,16,13,0.42131814281679486,0.11371891926404341
1BS0A,32.0,16,14,0.40055009917618206,0.19174005971847174
1BS0A,32.0,16,15,0.3278102507336229,0.3509916844087741
1BS0A,32.0,16,16,0.3674289057787259,0.29980284908678073
1BS0A,32.0,16,17,0.41719689612734284,0.17066035796092452
1BS0A,32.0,16,18,0.3926125687266455,0.2702834207793435
1BS0A,32.0,16,19,0.34085049296572384,0.47995132762663417
1BS0A,32.0,17,0,0.30859642581798635,0.5771899037623351
1BS0A,32.0,17,1,0.30177125858480375,0.4800415721352175
1BS0A,32.0,17,2,0.30176411444596546,0.6629118825666785
1BS0A,32.0,17,3,0.3884815814021015,0.17653806058167196
1BS0A,32.0,17,4,0.3122942614305544,0.33513142232975157
1BS0A,32.0,17,5,0.3013207132588682,0.39231060388489597
1BS0A,32.0,17,6,0.4567007166172636,0.1310921657298135
1BS0A,32.0,17,7,0.3383873012786065,0.36141675373573784
1BS0A,32.0,17,8,0.35000906766163836,0.5767748272131169
1BS0A,32.0,17,9,0.37745216948571053,0.26572794260850374
1BS0A,32.0,17,10,0.35383233048308194,0.445876366201886
1BS0A,32.0,17,11,0.3049762657740056,0.28861409598778814
1BS0A,32.0,17,12,0.4597250821018355,0.11603082845770249
1BS0A,32.0,17,13,0.4005837044774226,0.15357847560167967
1BS0A,32.0,17,14,0.26789038053250996,0.361878184474351
1BS0A,32.0,17,15,0.3147816700365438,0.31292079414032126
1BS0A,32.0,17,16,0.32636832002656274,0.46422587752184835
1BS0A,32.0,17,17,0.3413667243264103,0.25118599116733087
1BS0A,32.0,17,18,0.41869146588219874,0.19050842441687585
1BS0A,32.0,17,19,0.3551565806598154,0.47679446844544837
1BS0A,32.0,18,0,0.3249296360601447,0.3579146402200116
1BS0A,32.0,18,1,0.38655361324770926,0.42261507328216474
1BS0A,32.0,18,2,0.3324481608488803,0.3193863308476324
1BS0A,32.0,18,3,0.42024427036071854,0.1653327781826404
1BS0A,32.0,18,4,0.37247195588171905,0.2682670196760681
1BS0A,32.0,18,5,0.39512677324899115,0.4138047174402856
1BS0A,32.0,18,6,0.18992799901027427,0.8382365756554202
1BS0A,32.0,18,7,0.3397449917513047,0.3295299710864196
1BS0A,32.0,18,8,0.32266665731631056,0.571455836890928
1BS0A,32.0,18,9,0.3295076593531568,0.3375784931748194
1BS0A,32.0,18,10,0.3476656559563492,0.7734565425105423
1BS0A,32.0,18,11,0.4434390433301862,0.2112363638246337
1BS0A,32.0,18,12,0.34152004621002946,0.3046723416255225
1BS0A,32.0,18,13,0.35423700451099865,0.3104730184543603
1BS0A,32.0,18,14,0.34453394992974945,0.29868876961017554
1BS0A,32.0,18,15,0.36763975032300705,0.3133908756200209
1BS0A,32.0,18,16,0.37492531208848107,0.207191334284347
1BS0A,32.0,18,17,0.47579353130543794,0.1474485860552483
1BS0A,32.0,18,18,0.35031965408455995,0.4093748912821774
1BS0A,32.0,18,19,0.28887442078899395,0.4005076356212489
1BS0A,32.0,19,0,0.2961536350838253,0.6583908657467106
1BS0A,32.0,19,1,0.4182920030244644,0.44910499865037223
1BS0A,32.0,19,2,0.34641933959319365,0.277398584889482
1BS0A,32.0,19,3,0.29190513624386405,0.5889312768332887
1BS0A,32.0,19,4,0.3337125708296395,0.5348472541520007
1BS0A,32.0,19,5,0.3301695384471452,0.34069719902026274
1BS0A,32.0,19,6,0.28785252677990897,0.4027466764382581
1BS0A,32.0,19,7,0.4593535168738909,0.21829543869064547
1BS0A,32.0,19,8,0.35021588097275397,0.3085827074514909
1BS0A,32.0,19,9,0.33206266991223543,0.42219685618384145
1BS0A,32.0,19,10,0.3714840546133395,0.29549219765928986
1BS0A,32.0,19,11,0.3137078661593745,0.26847560176051904
1BS0A,32.0,19,12,0.31827969946431917,0.4951363590763587
1BS0A,32.0,19,13,0.38945423140667296,0.3245834304118443
1BS0A,32.0,19,14,0.2078371244085221,0.8148929156509969
1BS0A,32.0,19,15,0.3603083245249004,0.3620173979374095
1BS0A,32.0,19,16,0.34440792159390726,0.36056398510984533
1BS0A,32.0,19,17,0.1967838483445935,0.7149858288044061
1BS0A,32.0,19,18,0.3546030066043464,0.3422897149916214
1BS0A,32.0,19,19,0.3081655009375425,0.5502581052639173
1BS0A,32.0,20,0,0.42289761761186195,0.44828810448583595
1BS0A,32.0,20,1,0.46800142538130834,0.2794106843056981
1BS0A,32.0,20,2,0.3949895196984691,0.2921783899797708
1BS0A,32.0,20,3,0.23925210064380428,0.7124598051238739
1BS0A,32.0,20,4,0.38526582489697514,0.42626931645083527
1BS0A,32.0,20,5,0.30484158014553425,0.5263338416431587
1BS0A,32.0,20,6,0.3643334264154476,0.17873485866776695
1BS0A,32.0,20,7,0.42211072241197406,0.3118281332387732
1BS0A,32.0,20,8,0.4362714901574871,0.11580348519781228
1BS0A,32.0,20,9,0.4179652398712998,0.5251219361679261
1BS0A,32.0,20,10,0.16271521721839738,0.8238458102724728
1BS0A,32.0,20,11,0.4656624185630565,0.2768765267065287
1BS0A,32.0,20,12,0.425914782714025,0.47070959676338914
1BS0A,32.0,20,13,0.17696648883001678,0.8430331931141715
1BS0A,32.0,20,14,0.35158283534475093,0.3175977007338433
1BS0A,32.0,20,15,0.19590935644319254,0.7853299200218531
1BS0A,32.0,20,16,0.4340157515297191,0.31118552599890675
1BS0A,32.0,20,17,0.36502556613206244,0.24781017317536017
1BS0A,32.0,20,18,0.4079081190525055,0.32344028102664085
1BS0A,32.0,20,19,0.2276696849167962,0.6907439973444106
1BS0A,32.0,21,0,0.4097465163744916,0.4206671225446433
1BS0A,32.0,21,1,0.36248503176741215,0.28693317849168165
1BS0A,32.0,21,2,0.3460292722833298,0.45177972627220137
1BS0A,32.0,21,3,0.43247449113764364,0.20322090518356287
1BS0A,32.0,21,4,0.34657738313938696,0.5026696195503177
1BS0A,32.0,21,5,0.41785142602134573,0.2668925332927419
1BS0A,32.0,21,6,0.4017780762043117,0.2859123562896888
1BS0A,32.0,21,7,0.5204827178698275,0.13860309976660118
1BS0A,32.0,21,8,0.49509426769049103,0.1737799464139747
1BS0A,32.0,21,9,0.4314739988845155,0.2834254212499983
1BS0A,32.0,21,10,0.42489344879311625,0.285612710806939
1BS0A,32.0,21,11,0.43063850847715,0.24885688890327115
1BS0A,32.0,21,12,0.34950405927475686,0.3236991510934942
1BS0A,32.0,21,13,0.32291502185018,0.5295972494538934
1BS0A,32.0,21,14,0.29793002754337944,0.4014709967066505
1BS0A,32.0,21,15,0.3792698695348318,0.43564289100497416
1BS0A,32.0,21,16,0.421343263179943,0.19469974229801437
1BS0A,32.0,21,17,0.37891673179376945,0.21471661789154395
1BS0A,32.0,21,18,0.42379027533887736,0.1617600954151129
1BS0A,32.0,21,19,0.3851745224175129,0.3371143139313436
1BS0A,32.0,22,0,0.3294347386284122,0.41253312955627347
1BS0A,32.0,22,1,0.42284770692955975,0.29287935510108026
1BS0A,32.0,22,2,0.39352650272664835,0.3161849342853072
1BS0A,32.0,22,3,0.2508904063747939,0.7318462492518802
1BS0A,32.0,22,4,0.36148021757617094,0.44165752791881496
1BS0A,32.0,22,5,0.42116736927349335,0.1734732951579067
1BS0A,32.0,22,6,0.3684167926070964,0.3549413938365468
1BS0A,32.0,22,7,0.3772566132479131,0.24315142212273763
1BS0A,32.0,22,8,0.34912304148445533,0.46228759139668857
1BS0A,32.0,22,9,0.487149627424514,0.18525288025996464
1BS0A,32.0,22,10,0.38499671064394025,0.3210685798030106
1BS0A,32.0,22,11,0.40254847819159606,0.2598393382752899
1BS0A,32.0,22,12,0.40643712149143435,0.23682860997758998
1BS0A,32.0,22,13,0.3973028759539698,0.2817065405455067
1BS0A,32.0,22,14,0.38969686302090034,0.2669392132665596
1BS0A,32.0,22,15,0.32604660259638424,0.456658045751099
1BS0A,32.0,22,16,0.21611580781363945,0.7703367747071661
1BS0A,32.0,22,17,0.5539374991305085,0.20032711074023343
1BS0A,32.0,22,18,0.4032581099442023,0.3498091566824242
1BS0A,32.0,22,19,0.37451865683617536,0.40696839375664556
1BS0A,32.0,23,0,0.2808726156247722,0.6368984000027068
1BS0A,32.0,23,1,0.4129433756588674,0.25827201003354977
1BS0A,32.0,23,2,0.4513518079086222,0.1962759951887279
1BS0A,32.0,23,3,0.31430969624619126,0.6247404873424092
1BS0A,32.0,23,4,0.49386769074634945,0.17615629038901437
1BS0A,32.0,23,5,0.3598871759603626,0.36576556162284224
1BS0A,32.0,23,6,0.32532588042206634,0.38387493091965574
1BS0A,32.0,23,7,0.45909240641932864,0.20443868736937154
1BS0A,32.0,23,8,0.39016729532523525,0.3764957521947621
1BS0A,32.0,23,9,0.4369709752379536,0.22200902440738643
1BS0A,32.0,23,10,0.27547512357855464,0.6882731852824435
1BS0A,32.0,23,11,0.3607212459470082,0.41230515888497793
1BS0A,32.0,23,12,0.45609408764256604,0.1937821188965576
1BS0A,32.0,23,13,0.489267351465367,0.17059834409175104
1BS0A,32.0,23,14,0.41147014489931927,0.24559081557340529
1BS0A,32.0,23,15,0.3621424554133859,0.35591253973404896
1BS0A,32.0,23,16,0.3766936712577908,0.25055484381137827
1BS0A,32.0,23,17,0.4448856436968085,0.2198336495764877
1BS0A,32.0,23,18,0.40465148697575737,0.33281724132967966
1BS0A,32.0,23,19,0.43046220481246555,0.19832241035294695
1BS0A,32.0,24,0,0.4405060803309951,0.15356013272553473
1BS0A,32.0,24,1,0.3405343992006837,0.4263398005998474
1BS0A,32.0,24,2,0.37651915914324646,0.2702721012689731
1BS0A,32.0,24,3,0.4588693413630461,0.27008069626053427
1BS0A,32.0,24,4,0.42173249825878184,0.2936302087401009
1BS0A,32.0,24,5,0.4500703404654227,0.19777955858377957
1BS0A,32.0,24,6,0.2721691784015579,0.7050830020873563
1BS0A,32.0,24,7,0.23567514865314942,0.7352068809459056
1BS0A,32.0,24,8,0.39232024590286957,0.38463199658911923
1BS0A,32.0,24,9,0.4459591627583564,0.2624968950063297
1BS0A,32.0,24,10,0.42884365916629624,0.2084342844043474
1BS0A,32.0,24,11,0.48046202883889144,0.20181224596504688
1BS0A,32.0,24,12,0.37054034271491393,0.45736916439959285
1BS0A,32.0,24,13,0.5134356456286068,0.15861630099556492
1BS0A,32.0,24,14,0.42527405069221863,0.2500873016084923
1BS0A,32.0,24,15,0.4257674938999792,0.19262333770346704
1BS0A,32.0,24,16,0.412815544204509,0.2924179434696419
1BS0A,32.0,24,17,0.45949234791533416,0.2925991996231375
1BS0A,32.0,24,18,0.5086283945321841,0.15185829305538068
1BS0A,32.0,24,19,0.45596054768347,0.18297134061964396
1BS0A,32.0,25,0,0.4587274813114976,0.2678841349144151
1BS0A,32.0,25,1,0.3764504213134942,0.22371596199788232
1BS0A,32.0,25,2,0.4509823313400913,0.17149652227840848
1BS0A,32.0,25,3,0.4370188770329905,0.26253868651771833
1BS0A,32.0,25,4,0.5134891115393407,0.1492498658512857
1BS0A,32.0,25,5,0.4730715925230009,0.14984463832877998
1BS0A,32.0,25,6,0.3979745194335836,0.23799943510730948
1BS0A,32.0,25,7,0.4551749183309938,0.23347676935485873
1BS0A,32.0,25,8,0.3321720924810691,0.49308944871639715
1BS0A,32.0,25,9,0.46733546977339807,0.1630152108098751
1BS0A,32.0,25,10,0.4507665727054246,0.2931344794650471
1BS0A,32.0,25,11,0.28101105684788247,0.6643373203448524
1BS0A,32.0,25,12,0.45204186249214623,0.19281092243178247
1BS0A,32.0,25,13,0.39766974440412767,0.31534807952509175
1BS0A,32.0,25,14,0.46831437366508083,0.26410250025886006
1BS0A,32.0,25,15,0.4193436221433666,0.2223787095664181
1BS0A,32.0,25,16,0.18965538471352353,0.8075856411664519
1BS0A,32.0,25,17,0.4161296562934844,0.21476303141387515
1BS0A,32.0,25,18,0.4228060505910662,0.24379710272661126
1BS0A,32.0,25,19,0.43128749780030806,0.2239237527329527
1BS0A,32.0,26,0,0.4185621100989585,0.22131809371049393
1BS0A,32.0,26,1,0.4631232661655524,0.18421463143190714
1BS0A,32.0,26,2,0.41778014214214937,0.30652953834649466
1BS0A,32.0,26,3,0.28015313625165744,0.6226480622998417
1BS0A,32.0,26,4,0.2333265400163572,0.8253092947055102
1BS0A,32.0,26,5,0.2827808748129326,0.6809553463296829
1BS0A,32.0,26,6,0.20284495376026498,0.760435847919652
1BS0A,32.0,26,7,0.45130722864621214,0.206917735939189
1BS0A,32.0,26,8,0.46892310114608265,0.23752431543217917
1BS0A,32.0,26,9,0.49633943164278493,0.17820535608104796
1BS0A,32.0,26,10,0.41714640600483205,0.3950793955670693
1BS0A,32.0,26,11,0.2646613462046768,0.6574240030554056
1BS0A,32.0,26,12,0.46968962947770915,0.20252550486402682
1BS0A,32.0,26,13,0.46711523393981524,0.24432987955865415
1BS0A,32.0,26,14,0.14855392097082806,0.872706759169316
1BS0A,32.0,26,15,0.42347621596578017,0.1837845008927652
1BS0A,32.0,26,16,0.4822190241696556,0.18517067255587213
1BS0A,32.0,26,17,0.5339262104279279,0.1279385817760043
1BS0A,32.0,26,18,0.43417686122579496,0.20786523305422658
1BS0A,32.0,26,19,0.49930115925154794,0.12265912233279704
1BS0A,32.0,27,0,0.46094143228859963,0.2740188597878737
1BS0A,32.0,27,1,0.389259615561556,0.45231044992911873
1BS0A,32.0,27,2,0.43661232226701535,0.2280174812515965
1BS0A,32.0,27,3,0.3036744548483032,0.6223429378666652
1BS0A,32.0,27,4,0.2687854611980065,0.634524472214034
1BS0A,32.0,27,5,0.39335543170326265,0.4965152748049179
1BS0A,32.0,27,6,0.3731609584140972,0.38730985405864893
1BS0A,32.0,27,7,0.20200604712442813,0.7708374207498485
1BS0A,32.0,27,8,0.33466412523120465,0.5100214104892418
1BS0A,32.0,27,9,0.42763121539066273,0.22057021096767232
1BS0A,32.0,27,10,0.21141905921527385,0.773204534548551
1BS0A,32.0,27,11,0.3398213661942547,0.49925551852249433
1BS0A,32.0,27,12,0.3941876553791399,0.3354645123509568
1BS0A,32.0,27,13,0.4597681526730535,0.19640780971400235
1BS0A,32.0,27,14,0.48704870195962974,0.2272928720648254
1BS0A,32.0,27,15,0.472398380591964,0.17619910757711407
1BS0A,32.0,27,16,0.5060979419368956,0.17110375220481133
1BS0A,32.0,27,17,0.44427228914609423,0.2602119616794751
1BS0A,32.0,27,18,0.34867191533930497,0.43605272562306785
1BS0A,32.0,27,19,0.3692746507220575,0.37253865326682034
1BS0A,32.0,28,0,0.4505790547224858,0.28176287996041355
1BS0A,32.0,28,1,0.5081558105725068,0.16462697002534937
1BS0A,32.0,28,2,0.2077777235733127,0.7408231109563529
1BS0A,32.0,28,3,0.47753944025312717,0.21386145640234322
1BS0A,32.0,28,4,0.3329310482993706,0.5243082016608247
1BS0A,32.0,28,5,0.3156430704695861,0.4241354551943727
1BS0A,32.0,28,6,0.46811129905885274,0.22909431379196427
1BS0A,32.0,28,7,0.48986467712749376,0.20419255937041894
1BS0A,32.0,28,8,0.4213033940101784,0.29554247411404083
1BS0A,32.0,28,9,0.42351349890932405,0.22734679155642917
1BS0A,32.0,28,10,0.2388832897138107,0.7945910409360898
1BS0A,32.0,28,11,0.2759372441683476,0.6021594842981693
1BS0A,32.0,28,12,0.43773147867173323,0.34914911697107964
1BS0A,32.0,28,13,0.4317072124384589,0.2152748291058307
1BS0A,32.0,28,14,0.4713835773119018,0.2577078188400074
1BS0A,32.0,28,15,0.4167950586817213,0.2871093724775516
1BS0A,32.0,28,16,0.41605788454518744,0.38472644847968535
1BS0A,32.0,28,17,0.4460132453827919,0.20180113776147002
1BS0A,32.0,28,18,0.05609653028582959,0.9743626337891034
1BS0A,32.0,28,19,0.4473395116610917,0.22473613373692275
1BS0A,32.0,29,0,0.4788108078547156,0.20690234142918915
1BS0A,32.0,29,1,0.5899484446282586,0.18518142043506325
1BS0A,32.0,29,2,0.3209078206523,0.47483866850049666
1BS0A,32.0,29,3,0.3358322933349804,0.6265947151134232
1BS0A,32.0,29,4,0.2067609607361632,0.7548830879578468
1BS0A,32.0,29,5,0.34001862481846507,0.6700423860193963
1BS0A,32.0,29,6,0.4669516247082625,0.2373576571347233
1BS0A,32.0,29,7,0.4216652330629753,0.4159711046877
1BS0A,32.0,29,8,0.4314727362218713,0.2672268657752646
1BS0A,32.0,29,9,0.23863229589884583,0.7034133202779498
1BS0A,32.0,29,10,0.2926382991223339,0.6668899774691622
1BS0A,32.0,29,11,0.2930301139016178,0.647763040011646
1BS0A,32.0,29,12,0.49023151169770335,0.21697618167709867
1BS0A,32.0,29,13,0.3979887616622615,0.24401335078664846
1BS0A,32.0,29,14,0.3110260051934614,0.40062259627439745
1BS0A,32.0,29,15,0.35409671055305963,0.3423549132626861
1BS0A,32.0,29,16,0.43411258936624236,0.2650920519363345
1BS0A,32.0,29,17,0.3297353403648484,0.5087411856741962
1BS0A,32.0,29,18,0.7027190625603845,0.08883612995460838
1BS0A,32.0,29,19,0.2827843571562889,0.6744590100155902
1BS0A,32.0,30,0,0.5753685614704077,0.14978582000873836
1BS0A,32.0,30,1,0.5253073439326372,0.14814503643782537
1BS0A,32.0,30,2,0.31984303122402225,0.5893824443077832
1BS0A,32.0,30,3,0.3763937680281242,0.4125040676403563
1BS0A,32.0,30,4,0.3124544428492121,0.38000083749333236
1BS0A,32.0,30,5,0.37635449659862213,0.3651864452032587
1BS0A,32.0,30,6,0.28081536088337195,0.6098907351378531
1BS0A,32.0,30,7,0.36094955507572335,0.5142636528226878
1BS0A,32.0,30,8,0.4354361280087195,0.21169605040243866
1BS0A,32.0,30,9,0.43583763874299414,0.21688461405357765
1BS0A,32.0,30,10,0.3593873729667476,0.5233848686733806
1BS0A,32.0,30,11,0.3285783324129073,0.5259092560290175
1BS0A,32.0,30,12,0.2819250532187519,0.6927337822975668
1BS0A,32.0,30,13,0.5511005098264062,0.14737531776833843
1BS0A,32.0,30,14,0.121652036576034,0.9305959788604355
1BS0A,32.0,30,15,0.0998220795108802,0.9508786122971101
1BS0A,32.0,30,16,0.4709284181994962,0.2455574550431663
1BS0A,32.0,30,17,0.19029585446005445,0.8435948038636628
1BS0A,32.0,30,18,0.3534357855099133,0.3215140335851172
1BS0A,32.0,30,19,0.28635732760834054,0.6847475039549268
1BS0A,32.0,31,0,0.48550792824307076,0.2243103453870029
1BS0A,32.0,31,1,0.46539667767169696,0.30583459515353184
1BS0A,32.0,31,2,0.4439046304330416,0.3542168418341044
1BS0A,32.0,31,3,0.02533472961624757,0.9952310371787924
1BS0A,32.0,31,4,0.4297648795884775,0.19817475290992517
1BS0A,32.0,31,5,0.14203482920747384,0.9306903332246497
1BS0A,32.0,31,6,0.28912977912626253,0.6926198860242978
1BS0A,32.0,31,7,0.31107629314041196,0.38404093013854806
1BS0A,32.0,31,8,0.3856438665205288,0.6767275495022755
1BS0A,32.0,31,9,0.347129907670556,0.6685584147827901
1BS0A,32.0,31,10,0.32203991960910766,0.5133878144973384
1BS0A,32.0,31,11,0.1465223616353384,0.7154385827983489
1BS0A,32.0,31,12,0.3800868933839141,0.39719532601454605
1BS0A,32.0,31,13,0.035187078611900076,0.9890297984924948
1BS0A,32.0,31,14,0.2558761425604544,0.8315698764921987
1BS0A,32.0,31,15,0.2793873312435588,0.8024714286780998
1BS0A,32.0,31,16,0.27579908495864097,0.7143801990154653
1BS0A,32.0,31,17,0.655903328480285,0.12846121461480123
1BS0A,32.0,31,18,0.4423117067323184,0.6078599037965947
1BS0A,32.0,31,19,0.44584929167037607,0.18979361417580798
1BS0A,32.0,32,0,0.41295635634649663,0.2206522794745081
1BS0A,32.0,32,1,0.19014062471324142,0.75459695743376
1BS0A,32.0,32,2,0.3703351917544971,0.28406013273393343
1BS0A,32.0,32,3,0.39947730411780763,0.4664111541903242
1BS0A,32.0,32,4,0.4062395474872092,0.43387489811000596
1BS0A,32.0,32,5,0.11823898420399091,0.7469554982000336
1BS0A,32.0,32,6,0.39620086015606937,0.3293691242482686
1BS0A,32.0,32,7,0.44656671351361554,0.32559729467963194
1BS0A,32.0,32,8,0.2508423214704472,0.5154025515172399
1BS0A,32.0,32,9,0.20625883782722676,0.7788671401916383
1BS0A,32.0,32,10,0.342845545176442,0.5398975705643231
1BS0A,32.0,32,11,0.3733746943066347,0.2903842496264737
1BS0A,32.0,32,12,0.3464310315938781,0.45015306356238627
1BS0A,32.0,32,13,0.6884829173377821,0.13529138319177944
1BS0A,32.0,32,14,0.4827344094302089,0.3498909752257849
1BS0A,32.0,32,15,0.2574276203520926,0.7494217399065223
1BS0A,32.0,32,16,0.16550772757730603,0.7514149871526528
1BS0A,32.0,32,17,0.2865079047600294,0.43246485226792314
1BS0A,32.0,32,18,0.5315103645065403,0.2440560793461097
1BS0A,32.0,32,19,0.4627621810280691,0.1550481111586418
1BYIA,0.0,0,0,0.0,1.0
1BYIA,0.0,0,1,0.0,1.0
1BYIA,0.0,0,2,0.0,1.0
1BYIA,0.0,0,3,0.0,1.0
1BYIA,0.0,0,4,0.0,1.0
1BYIA,0.0,0,5,0.0,1.0
1BYIA,0.0,0,6,0.0,1.0
1BYIA,0.0,0,7,0.0,1.0
1BYIA,0.0,0,8,0.0,1.0
1BYIA,0.0,0,9,0.0,1.0
1BYIA,0.0,0,10,0.0,1.0
1BYIA,0.0,0,11,0.0,1.0
1BYIA,0.0,0,12,0.0,1.0
1BYIA,0.0,0,13,0.0,1.0
1BYIA,0.0,0,14,0.0,1.0
1BYIA,0.0,0,15,0.0,1.0
1BYIA,0.0,0,16,0.0,1.0
1BYIA,0.0,0,17,0.0,1.0
1BYIA,0.0,0,18,0.0,1.0
1BYIA,0.0,0,19,0.0,1.0
1BYIA,0.0,1,0,0.0,1.0
1BYIA,0.0,1,1,0.0,1.0
1BYIA,0.0,1,2,0.0,1.0
1BYIA,0.0,1,3,0.0,1.0
1BYIA,0.0,1,4,0.0,1.0
1BYIA,0.0,1,5,0.0,1.0
1BYIA,0.0,1,6,0.0,1.0
1BYIA,0.0,1,7,0.0,1.0
1BYIA,0.0,1,8,0.0,1.0
1BYIA,0.0,1,9,0.0,1.0
1BYIA,0.0,1,10,0.0,1.0
1BYIA,0.0,1,11,0.0,1.0
1BYIA,0.0,1,12,0.0,1.0
1BYIA,0.0,1,13,0.0,1.0
1BYIA,0.0,1,14,0.0,1.0
1BYIA,0.0,1,15,0.0,1.0
1BYIA,0.0,1,16,0.0,1.0
1BYIA,0.0,1,17,0.0,1.0
1BYIA,0.0,1,18,0.0,1.0
1BYIA,0.0,1,19,0.0,1.0
1BYIA,0.0,2,0,0.0,1.0
1BYIA,0.0,2,1,0.0,1.0
1BYIA,0.0,2,2,0.0,1.0
1BYIA,0.0,2,3,0.0,1.0
1BYIA,0.0,2,4,0.0,1.0
1BYIA,0.0,2,5,0.0,1.0
1BYIA,0.0,2,6,0.0,1.0
1BYIA,0.0,2,7,0.0,1.0
1BYIA,0.0,2,8,0.0,1.0
1BYIA,0.0,2,9,0.0,1.0
1BYIA,0.0,2,10,0.0,1.0
1BYIA,0.0,2,11,0.0,1.0
1BYIA,0.0,2,12,0.0,1.0
1BYIA,0.0,2,13,0.0,1.0
1BYIA,0.0,2,14,0.0,1.0
1BYIA,0.0,2,15,0.0,1.0
1BYIA,0.0,2,16,0.0,1.0
1BYIA,0.0,2,17,0.0,1.0
1BYIA,0.0,2,18,0.0,1.0
1BYIA,0.0,2,19,0.0,1.0
1BYIA,0.0,3,0,0.0,1.0
1BYIA,0.0,3,1,0.0,1.0
1BYIA,0.0,3,2,0.0,1.0
1BYIA,0.0,3,3,0.0,1.0
1BYIA,0.0,3,4,0.0,1.0
1BYIA,0.0,3,5,0.0,1.0
1BYIA,0.0,3,6,0.0,1.0
1BYIA,0.0,3,7,0.0,1.0
1BYIA,0.0,3,8,0.0,1.0
