protein,alpha,position_type,n_positions,norm_ratio_mean,cosine_sim_mean
1EAJA,10.0,anchor,3,3.0191640853881836,-0.0034125696402043104
1EAJA,10.0,non_anchor,123,0.5293949842453003,-0.14277537167072296
1EAJA,12.0,anchor,3,3.841608762741089,-0.022214584052562714
1EAJA,12.0,non_anchor,123,0.5409188270568848,-0.13674922287464142
1EAJA,14.0,anchor,3,4.733852863311768,-0.0392904095351696
1EAJA,14.0,non_anchor,123,0.5834506750106812,-0.12777835130691528
1EAJA,16.0,anchor,3,5.6882243156433105,-0.03190991282463074
1EAJA,16.0,non_anchor,123,0.6747074723243713,-0.11528642475605011
1EAJA,32.0,anchor,3,12.998713493347168,-0.03389155864715576
1EAJA,32.0,non_anchor,123,3.5068888664245605,-0.006281895097345114
1EKEA,0.0,anchor,3,1.0,1.0
1EKEA,0.0,non_anchor,227,1.0,1.0
1EKEA,0.5,anchor,3,0.8385311961174011,0.9487018585205078
1EKEA,0.5,non_anchor,227,0.7316662073135376,0.9001569151878357
1EKEA,1.0,anchor,3,0.7359569072723389,0.7672448754310608
1EKEA,1.0,non_anchor,227,0.6201583743095398,0.4125153124332428
1EKEA,2.0,anchor,3,0.7224642634391785,0.18541479110717773
1EKEA,2.0,non_anchor,227,0.7068067193031311,-0.08967339992523193
1EKEA,4.0,anchor,3,0.752525269985199,0.02279394306242466
1EKEA,4.0,non_anchor,227,0.7250403165817261,-0.15501175820827484
1EKEA,8.0,anchor,3,1.7056852579116821,0.06870342046022415
1EKEA,8.0,non_anchor,227,0.8133990168571472,-0.18076707422733307
1EKEA,10.0,anchor,3,2.977147340774536,-0.10884847491979599
1EKEA,10.0,non_anchor,227,0.9981658458709717,-0.18781542778015137
1EKEA,12.0,anchor,3,4.087426662445068,-0.16561603546142578
1EKEA,12.0,non_anchor,227,1.30623197555542,-0.18490076065063477
1EKEA,14.0,anchor,3,4.962419509887695,-0.17064152657985687
1EKEA,14.0,non_anchor,227,1.7320626974105835,-0.17556127905845642
1EKEA,16.0,anchor,3,5.860984802246094,-0.2084639072418213
1EKEA,16.0,non_anchor,227,2.230994939804077,-0.16021904349327087
1EKEA,32.0,anchor,3,12.951571464538574,-0.20245575904846191
1EKEA,32.0,non_anchor,227,7.617170333862305,-0.05707070231437683
